ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
2403A,DH,Drugs,TREAT ART,NA,RPT FACILITY,Report,QUARTERLY,Treatment ART,NA,Faciltiy Report,District
2403A,DH,HTC,DONTKNOW,NA,DONTKNOW,NA,NA,Don't Know,NA,Don't Know,District
2403A,DH,Linkage,DONTKNOW,NA,DONTKNOW,NA,NA,Don't Know,NA,Don't Know,District
2403A,DH,Retention,NA,NA,NA,,NA,Not Available,NA,Not Available,District
2403A,DH,Resource targeting,MI,NA,RPT CBO,Report,MONTHLY,Missing Information,NA,CBO Report,District
2403A,DH,Resource targeting,MI,NA,RPT CBO,Report,MONTHLY,Missing Information,NA,CBO Report,District
2405A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,Program Office or Location,DAILY,Drug Supply,Drug Supply,Pharmacy,District
2405A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,Program Office or Location,DAILY,Drug Supply,Drug Supply,Pharmacy,District
2405A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,FAC,Program Office or Location,DAILY,Drug Supply,Drug Supply,Facility,District
2405A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,FAC,Program Office or Location,DAILY,Drug Supply,Drug Supply,Facility,District
2405A,DM,Drugs,TREAT ART,DRUG SUPPLY,RPT FACILITY,Report,QUARTERLY,Treatment ART,Drug Supply,Faciltiy Report,District
2405A,DM,Drugs,TREAT ART,DRUG SUPPLY,RPT FACILITY,Report,QUARTERLY,Treatment ART,Drug Supply,Faciltiy Report,District
2405A,DM,Drugs,DRUG EXPIRY,DRUG STORAGE,OFF PHARM,Program Office or Location,DAILY,Drug Expiry,Drug Storage,Pharmacy,District
2405A,DM,Drugs,DRUG EXPIRY,DRUG STORAGE,FAC,Program Office or Location,DAILY,Drug Expiry,Drug Storage,Facility,District
2405A,DM,HTC,WHOSTAGE,TREATINIT,FAC ART,Program Office or Location,DAILY,WHO Staging,Treatment Initiation,ART Clinic,District
2405A,DM,HTC,WHOSTAGE,TREATINIT,OFF LAB,Program Office or Location,DAILY,WHO Staging,Treatment Initiation,Laboratory,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,OFF LAB,Program Office or Location,DAILY,Test HIV Positive,Treatment Initiation,Laboratory,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,OFF LAB,Program Office or Location,DAILY,Test HIV Positive,Treatment Initiation,Laboratory,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,RPT WARD,Report,DAILY,Test HIV Positive,Treatment Initiation,Ward Report,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,RPT WARD,Report,DAILY,Test HIV Positive,Treatment Initiation,Ward Report,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,REG HTC,Register,DAILY,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,District
2405A,DM,Linkage,TEST HIVPOS,TREATINIT,REG HTC,Register,DAILY,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,District
2405A,DM,Retention,DEFAULT,DEFAULT,RPT,Report,QUARTERLY,Defaulters,Defaulters,Report,District
2405A,DM,Retention,DEFAULT,NONE,RPT,Report,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,Retention,DEFAULT,NONE,RPT,Report,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,Retention,LOSSFOLLOW,NONE,RPT,Report,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,Retention,LOSSFOLLOW,NONE,RPT,Report,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,Retention,DEFAULT,NONE,RPT,Report,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,Retention,DEFAULT,NONE,RPT,Report,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,Retention,DEFAULT,NONE,RPT,Report,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,Retention,LOSSFOLLOW,NONE,RPT,Report,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,Retention,LOSSFOLLOW,NONE,RPT,Report,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,Retention,LOSSFOLLOW,NONE,RPT,Report,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,PMTCT,DEFAULT,FOLLOWUP,RPT,Report,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,PMTCT,DEFAULT,FOLLOWUP,RPT,Report,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,PMTCT,DEFAULT,FOLLOWUP,RPT,Report,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,PMTCT,DEFAULT,FOLLOWUP,RPT,Report,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,TREATINIT MOTBAB,RPT,Report,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,PMTCT,RETENT,TREATINIT MOTBAB,RPT,Report,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,Resource targeting,DRUG SUPPLY,DRUG SUPPLY,OFF HIVUNIT,Program Office or Location,QUARTERLY,Drug Supply,Drug Supply,HIV/AIDS Unit,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,Program Efficiency,DRUG STOCKOUT,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Drug Stock Out,Stakeholder Engagement,Pharmacy,District
2405A,DM,Program Efficiency,FACPERFORM,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2405A,DM,Program Efficiency,FACPERFORM,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2407A,DM,Drugs,TREAT,NONE,OFF LAB,Program Office or Location,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TREAT,NONE,OFF LAB,Program Office or Location,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST LIVER,NONE,OFF LAB,Program Office or Location,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST LIVER,NONE,OFF LAB,Program Office or Location,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST CD4COUNT,NONE,OFF LAB,Program Office or Location,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST CD4COUNT,NONE,OFF LAB,Program Office or Location,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST ONE,MI,CHECKLIST,Other,QUARTERLY,Test 1,Missing Information,Checklist,District
2407A,DM,HTC,TEST ONE,MI,CHECKLIST,Other,QUARTERLY,Test 1,Missing Information,Checklist,District
2407A,DM,HTC,TEST TWO,MI,CHECKLIST,Other,QUARTERLY,Test 2,Missing Information,Checklist,District
2407A,DM,HTC,TEST TWO,MI,CHECKLIST,Other,QUARTERLY,Test 2,Missing Information,Checklist,District
2407A,DM,Linkage,CD4COUNT,REFER,MI,NA,DAILY,CD4 Count,Referral,Missing Information,District
2407A,DM,Linkage,CD4COUNT,REFER,MI,NA,DAILY,CD4 Count,Referral,Missing Information,District
2407A,DM,Linkage,CD4COUNT,BLOODDONOR,MI,NA,DAILY,CD4 Count,Blood Donor,Missing Information,District
2407A,DM,Linkage,CD4COUNT,BLOODDONOR,MI,NA,DAILY,CD4 Count,Blood Donor,Missing Information,District
2407A,DM,Retention,TEST CD4COUNT,FOLLOWUP,REG,Register,DAILY,Test CD4 Count,Default Followup,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,Resource targeting,DRUG SUPPLY,DRUG SUPPLY,SUPPLYLIST,Other,QUARTERLY,Drug Supply,Drug Supply,Supply List,District
2407A,DM,Performance management,HIVEXPO,BLOODDONOR,GUIDELINE BLOOD,Guideline,MI,Exposed to HIV,Blood Donor,Blood Donation Guideline,District
2407A,DM,Performance management,HIVEXPO,BLOODDONOR,GUIDELINE BLOOD,Guideline,MI,Exposed to HIV,Blood Donor,Blood Donation Guideline,District
2407A,DM,Performance management,PROGPERFORM,PROGPERFORM,GUIDELINE,Guideline,MI,Program Performance,Program Performance,"National, Regional, or International Guideline",District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2408A,DM,Drugs,NA,NO AUTH,NA,NA,NA,Not Available,No Authority,Not Available,District
2408A,DM,HTC,NA,NO AUTH,NA,NA,NA,Not Available,No Authority,Not Available,District
