Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
1428A,HMIS,DHIS,ANC RECIEVED ITN,Electronic,District,Y,PMTCT,46,Y,Retention,PMTCT,-
1429A,HMIS,DHIS,ANC RECIEVED NVP,Electronic,District,Y,PMTCT,46,Y,Retention,PMTCT,-
1430A,HMIS,DHIS,ANC STARTED 1 VISITS IN WK 0 12,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1431A,HMIS,DHIS,ANC SYPHILIS STATUS +VE,Electronic,District,Y,PMTCT,56,Y,VMMC ,PMTCT,-
1432A,HMIS,DHIS,ANC SYPHILIS STATUS UNKNOWN,Electronic,District,Y,PMTCT,56,Y,VMMC ,PMTCT,-
1433A,HMIS,DHIS,ANC SYPHILIS STATUS VE,Electronic,District,Y,PMTCT,56,Y,VMMC ,PMTCT,-
1434A,HMIS,DHIS,ANC TOT STARTED ART 28+ WKS,Electronic,District,Y,PMTCT,46,Y,Retention,PMTCT,-
1435A,HMIS,DHIS,ANC TOTAL WITH 1 VISIT,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1436A,HMIS,DHIS,ANC TOTAL WITH 2 VISITS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1437A,HMIS,DHIS,ANC TOTAL WITH 3 VISITS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1438A,HMIS,DHIS,ANC TOTAL WITH 4 VISITS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1439A,HMIS,DHIS,ANC TOTAL WITH 5+ VISITS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1440A,HMIS,DHIS,ANC TOTSTARTED ART AT 0 27 WKS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1441A,HMIS,DHIS,ANC WOMEN ON CPT,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
1442A,HMIS,DHIS,ART ADHERENCE 0 â€“ 6 DOSES MISSED,Electronic,District,Y,ART,4,Y,Retention,-,-
1443A,HMIS,DHIS,ART ADHERENCE 7+ DOSES MISSED,Electronic,District,Y,ART,4,Y,Retention,-,-
1444A,HMIS,DHIS,ART ADHERENCE UNKNOWN,Electronic,District,Y,ART,4,Y,Retention,-,-
1445A,HMIS,DHIS,ART ADULTS 15 YEARS OR OLDER AT ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1446A,HMIS,DHIS,ART ADULTS 15 YEARS OR OLDER AT ENROLMENT,Electronic,District,Y,ART,4,Y,Retention,-,-
1447A,HMIS,DHIS,ART ANC,Electronic,District,Y,ART,4,Q,Retention,-,-
1448A,HMIS,DHIS,ART ARV SUPPLY HUB SITE,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1449A,HMIS,DHIS,ART BLOOD COLLECTION,Electronic,District,Y,ART,4,Y,Retention,-,-
1450A,HMIS,DHIS,ART BREASTFEEDING MOTHERS,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1451A,HMIS,DHIS,ART CD4 BELOW THRESHOLD,Electronic,District,Y,ART,4,Y,Retention,-,-
1452A,HMIS,DHIS,ART CD4 COUNT  ON SITE,Electronic,District,Y,ART,4,Y,Retention,-,-
1453A,HMIS,DHIS,ART CHILDREN 12 23 MONTHS,Electronic,District,Y,ART,4,Y,Retention,-,-
1454A,HMIS,DHIS,ART CHILDREN 2 BELOW 24 MONTHS AT ENROLM,Electronic,District,Y,ART,4,Y,Retention,-,-
1455A,HMIS,DHIS,ART CHILDREN 24 M 14 YRS AT ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1456A,HMIS,DHIS,ART CHILDREN 24 MONTHS 14 YRS AT ENROLM,Electronic,District,Y,ART,4,Y,Retention,-,-
1457A,HMIS,DHIS,ART CHILDREN BELOW 24 M AT ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1458A,HMIS,DHIS,ART COHORT 108 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1459A,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1460A,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL CHILDREN,Electronic,District,Y,ART,4,Y,Retention,-,-
1461A,HMIS,DHIS,ART COHORT 12 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y,Retention,-,-
1462A,HMIS,DHIS,ART COHORT 120 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1463A,HMIS,DHIS,ART COHORT 24 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1464A,HMIS,DHIS,ART COHORT 24 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y,Retention,-,-
1465A,HMIS,DHIS,ART COHORT 36 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1466A,HMIS,DHIS,ART COHORT 48 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1467A,HMIS,DHIS,ART COHORT 6 MONTH SURVIVAL OPTIONB+,Electronic,District,Y,ART,4,Y,Retention,-,-
1468A,HMIS,DHIS,ART COHORT 60 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1469A,HMIS,DHIS,ART COHORT 72 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1470A,HMIS,DHIS,ART COHORT 84 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1471A,HMIS,DHIS,ART COHORT 96 MONTH SURVIVAL ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1472A,HMIS,DHIS,ART CONFIRMED INFECTED PATIENTS,Electronic,District,Y,ART,4,Y,Retention,-,-
1473A,HMIS,DHIS,ART CURRENT EPISODE OF TB,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1474A,HMIS,DHIS,ART DEFAULTED,Electronic,District,Y,ART,4,Y,Retention,-,-
1475A,HMIS,DHIS,ART DEFAULTED  PRE ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1476A,HMIS,DHIS,ART DIED  PRE ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1477A,HMIS,DHIS,ART DIED AFTER THE END OF THE 3RD MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1478A,HMIS,DHIS,ART DIED TOTAL,Electronic,District,Y,ART,4,Y,Retention,-,-
1479A,HMIS,DHIS,ART DIED WITHIN THE 1ST MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1480A,HMIS,DHIS,ART DIED WITHIN THE 2ND MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1481A,HMIS,DHIS,ART DIED WITHIN THE 3RD MONTH AFTER ART INITIATION,Electronic,District,Y,ART,4,Y,Retention,-,-
1482A,HMIS,DHIS,ART END TIME,Electronic,District,Y,ART,4,Y,Retention,-,-
1483A,HMIS,DHIS,ART EXPOSED INFANTS,Electronic,District,Y,ART,4,Y,Retention,-,-
1484A,HMIS,DHIS,ART FIRST ART PATIENT REG,Electronic,District,Y,ART,4,Y,Retention,-,-
1485A,HMIS,DHIS,ART FP,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1486A,HMIS,DHIS,ART HCC MALES  ALL AGES,Electronic,District,Y,ART,4,Y,Retention,-,-
1487A,HMIS,DHIS,ART HCC NON PREGNANT FEMALES,Electronic,District,Y,ART,4,Y,Retention,-,-
1488A,HMIS,DHIS,ART HCC PREGNANT FEMALES,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1489A,HMIS,DHIS,ART HCC TOTAL REGISTERED,Electronic,District,Y,ART,4,Y,Retention,-,-
1490A,HMIS,DHIS,ART HIV EXP CHILD FUP,Electronic,District,Y,ART,4,Y,Retention,-,-
1491A,HMIS,DHIS,ART INFANTS <12 MTHS PCR+,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1492A,HMIS,DHIS,ART INFANTS BELOW 2 MONTHS AT ENROLMENT,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1493A,HMIS,DHIS,ART KS KAPOSIâ€™S SARCOMA,Electronic,District,Y,ART,4,Y,Retention,-,-
1494A,HMIS,DHIS,ART MALES,Electronic,District,Y,ART,4,Y,Retention,-,-
1495A,HMIS,DHIS,ART MATERNITY,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1496A,HMIS,DHIS,ART NEVER TB OR TB OVER 2 YEARS AGO,Electronic,District,Y,ART,4,Y,Retention,-,-
1497A,HMIS,DHIS,ART NEW ACTION POINTS FOR CLINIC TEAM,Electronic,District,Y,ART,4,Y,Retention,-,-
1498A,HMIS,DHIS,ART NEW ACTION POINTS FOR SUPERVISION TEAM,Electronic,District,Y,ART,4,Y,Retention,-,-
1499A,HMIS,DHIS,ART NON PREGNANT FEMALES,Electronic,District,Y,ART,4,Y,Retention,-,-
1500A,HMIS,DHIS,ART PATIENTS ALIVE ON ART CURRENTLY ON CPT,Electronic,District,Y,ART,4,Y,Retention,-,-
1501A,HMIS,DHIS,ART PATIENTS ENROLLED FIRST TIME,Electronic,District,Y,ART,4,Y,Retention,-,-
1502A,HMIS,DHIS,ART PATIENTS INITIATED ON ART FIRST TIME,Electronic,District,Y,ART,4,Y,Retention,-,-
1503A,HMIS,DHIS,ART PATIENTS RE ENROLLED,Electronic,District,Y,ART,4,Y,Retention,-,-
1504A,HMIS,DHIS,ART PATIENTS RE INITIATED ON ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1505A,HMIS,DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON CPT,Electronic,District,Y,ART,4,Y,Retention,-,-
1506A,HMIS,DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON IPT,Electronic,District,Y,ART,4,Y,Retention,-,-
1507A,HMIS,DHIS,ART PATIENTS TRANSFERRED IN,Electronic,District,Y,ART,4,Y,Retention,-,-
1508A,HMIS,DHIS,ART PATIENTS TRANSFERRED IN ON ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1509A,HMIS,DHIS,ART PREGNANT FEMALES,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1510A,HMIS,DHIS,ART PREGNANT WOMEN,Electronic,District,Y,ART,46,Y,Retention,PMTCT,-
1511A,HMIS,DHIS,ART PRES SEV HIV DISEASE AGE <12 M,Electronic,District,Y,ART,4,Y,Retention,-,-
1512A,HMIS,DHIS,ART REGIMENS OTHER  PAED ADULT,Electronic,District,Y,ART,4,Y,Retention,-,-
1513A,HMIS,DHIS,ART REGIMENS REGIMEN 1A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1514A,HMIS,DHIS,ART REGIMENS REGIMEN 1P,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1515A,HMIS,DHIS,ART REGIMENS REGIMEN 2A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1516A,HMIS,DHIS,ART REGIMENS REGIMEN 2P,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1517A,HMIS,DHIS,ART REGIMENS REGIMEN 3A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1518A,HMIS,DHIS,ART REGIMENS REGIMEN 3P,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1519A,HMIS,DHIS,ART REGIMENS REGIMEN 4A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1520A,HMIS,DHIS,ART REGIMENS REGIMEN 4P,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1521A,HMIS,DHIS,ART REGIMENS REGIMEN 5A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1522A,HMIS,DHIS,ART REGIMENS REGIMEN 6A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1523A,HMIS,DHIS,ART REGIMENS REGIMEN 7A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1524A,HMIS,DHIS,ART REGIMENS REGIMEN 8A,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1525A,HMIS,DHIS,ART REGIMENS REGIMEN 9P,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
1526A,HMIS,DHIS,ART SIDE EFFECTS ANY SIDE EFFECTS,Electronic,District,Y,ART,4,Y,Retention,-,-
1527A,HMIS,DHIS,ART SIDE EFFECTS NONE,Electronic,District,Y,ART,4,Y,Retention,-,-
1528A,HMIS,DHIS,ART SIDE EFFECTS UNKNOWN,Electronic,District,Y,ART,4,Y,Retention,-,-
1529A,HMIS,DHIS,ART START TIME,Electronic,District,Y,ART,4,Y,Retention,-,-
1530A,HMIS,DHIS,ART STARTED ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1531A,HMIS,DHIS,ART STI TREAT,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1532A,HMIS,DHIS,ART STOPPED TAKING ARVS,Electronic,District,Y,ART,4,Y,Retention,-,-
1533A,HMIS,DHIS,ART TB REG INITIATION,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1534A,HMIS,DHIS,ART TB STATUS CONF NOT ON RX,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1535A,HMIS,DHIS,ART TB STATUS CONF ON TB RX,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1536A,HMIS,DHIS,ART TB STATUS NOT SUSPECTED,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1537A,HMIS,DHIS,ART TB STATUS SUSPECTED,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1538A,HMIS,DHIS,ART TB STATUS UNKNOWN,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1539A,HMIS,DHIS,ART TB WITHIN THE LAST 2 YEARS,Electronic,District,Y,ART,34,Y,Linkage ,Retention,-
1540A,HMIS,DHIS,ART TLC <1200 MM3,Electronic,District,Y,ART,4,Y,Retention,-,-
1541A,HMIS,DHIS,ART TOTAL ALIVE AND ON ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1542A,HMIS,DHIS,ART TOTAL PERSONS GIVEN PEP IN LAST QUARTER,Electronic,District,Y,ART,4,Y,Retention,-,-
1543A,HMIS,DHIS,ART TOTAL REGISTERED,Electronic,District,Y,ART,4,Y,Retention,-,-
1544A,HMIS,DHIS,ART TOTAL RETAINED ALIVE IN PRE ART FOLLOW UP,Electronic,District,Y,ART,4,Y,Retention,-,-
1545A,HMIS,DHIS,ART TRANSFERRED OUT,Electronic,District,Y,ART,4,Y,Retention,-,-
1546A,HMIS,DHIS,ART TRANSFERRED OUT  PRE ART,Electronic,District,Y,ART,4,Y,Retention,-,-
1547A,HMIS,DHIS,ART TRANSFUSION,Electronic,District,Y,ART,4,Y,Retention,-,-
1548A,HMIS,DHIS,ART UNKNOWN REASON OUTSIDE GUIDELINES,Electronic,District,Y,ART,4,Y,Retention,-,-
1549A,HMIS,DHIS,ART VISIT DATE,Electronic,District,Y,ART,4,Y,Retention,-,-
1550A,HMIS,DHIS,ART WHO STAGE 3,Electronic,District,Y,ART,4,Y,Retention,-,-
1551A,HMIS,DHIS,ART WHO STAGE 4,Electronic,District,Y,ART,4,Y,Retention,-,-
1552A,HMIS,DHIS,ART WOMEN RECEIVED DEPO AT ART IN THE LAST QUARTER,Electronic,District,Y,ART,4,Y,Retention,-,-
1553A,HMIS,DHIS,ART WOMEN RECEIVED DEPO AT PRE ART IN THE LAST QUARTER,Electronic,District,Y,ART,4,Y,Retention,-,-
1554A,HMIS,DHIS,ASTHMA ADMISSION,Electronic,District,N,-,-,-,-,-,-
1555A,HMIS,DHIS,ASTHMA INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
1556A,HMIS,DHIS,ASTHMA NEW,Electronic,District,N,-,-,-,-,-,-
1557A,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION ANC PMTC,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
1558A,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION OPD,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
1559A,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION OTHER,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
1560A,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION PRE ART ART,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
1561A,HMIS,DHIS,B  OF THOSE ASSESSED # WITH MODERATE UNDERNUTRITION TB,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
1562A,HMIS,DHIS,BILHARZIA ADMISSION,Electronic,District,N,-,-,-,-,-,-
1563A,HMIS,DHIS,BILHARZIA INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
1564A,HMIS,DHIS,CANCER # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,N,-,-,-,-,-,-
1565A,HMIS,DHIS,CANCER # OF FILM SHOWS,Electronic,District,N,-,-,-,-,-,-
1566A,HMIS,DHIS,CANCER # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,N,-,-,-,-,-,-
1567A,HMIS,DHIS,CANCER # OF ROAD SHOWS,Electronic,District,N,-,-,-,-,-,-
1568A,HMIS,DHIS,CANCER DISTRICT HOSPITAL,Electronic,District,N,-,-,-,-,-,-
1569A,HMIS,DHIS,CANCER FLIPCHART,Electronic,District,N,-,-,-,-,-,-
1570A,HMIS,DHIS,CANCER HEALTH CENTRE,Electronic,District,N,-,-,-,-,-,-
1571A,HMIS,DHIS,CANCER LEAFLETS,Electronic,District,N,-,-,-,-,-,-
1572A,HMIS,DHIS,CANCER NONE,Electronic,District,N,-,-,-,-,-,-
1573A,HMIS,DHIS,CANCER OTHER,Electronic,District,N,-,-,-,-,-,-
1574A,HMIS,DHIS,CANCER POSTERS,Electronic,District,N,-,-,-,-,-,-
1575A,HMIS,DHIS,CANCER RURAL COMM HOSP,Electronic,District,N,-,-,-,-,-,-
1576A,HMIS,DHIS,CANCER TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,N,-,-,-,-,-,-
1577A,HMIS,DHIS,CANCER TV DVDS,Electronic,District,N,-,-,-,-,-,-
1578A,HMIS,DHIS,CATARACT ADMISSION,Electronic,District,N,-,-,-,-,-,-
1579A,HMIS,DHIS,CATARACT INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
1580A,HMIS,DHIS,CATARACT NEW,Electronic,District,N,-,-,-,-,-,-
1581A,HMIS,DHIS,CBD CLIENT AGE 19 25,Electronic,District,Y,ART,4,N,Retention,-,-
1582A,HMIS,DHIS,CBD CLIENT AGE 26 35,Electronic,District,Y,ART,4,N,Retention,-,-
1583A,HMIS,DHIS,CBD CLIENT AGE 36 49,Electronic,District,Y,ART,4,N,Retention,-,-
1584A,HMIS,DHIS,CBD CLIENT AGE<18,Electronic,District,Y,ART,4,N,Retention,-,-
1585A,HMIS,DHIS,CBD CLIENTS CHANGING METHODS,Electronic,District,Y,ART,4,N,Retention,-,-
1586A,HMIS,DHIS,CBD CONTINUING CLIENTS,Electronic,District,Y,ART,4,N,Retention,-,-
1587A,HMIS,DHIS,CBD DEPO,Electronic,District,Y,ART,4,N,Retention,-,-
1588A,HMIS,DHIS,CBD HEALTH EDUCATION MESSAGES F,Electronic,District,Y,ART,4,N,Retention,-,-
1589A,HMIS,DHIS,CBD HEALTH EDUCATION MESSAGES M,Electronic,District,Y,ART,4,N,Retention,-,-
1590A,HMIS,DHIS,CBD IMPLANTS,Electronic,District,Y,ART,4,N,Retention,-,-
1591A,HMIS,DHIS,CBD IMPLANTS IMPLANON,Electronic,District,Y,ART,4,N,Retention,-,-
1592A,HMIS,DHIS,CBD IMPLANTS JADELLE,Electronic,District,Y,ART,4,N,Retention,-,-
1593A,HMIS,DHIS,CBD LOOP,Electronic,District,Y,ART,4,N,Retention,-,-
1594A,HMIS,DHIS,CBD LOSSES ADJUSTMENT +VE,Electronic,District,Y,ART,4,N,Retention,-,-
1595A,HMIS,DHIS,CBD LOSSES ADJUSTMENT VE,Electronic,District,Y,ART,4,N,Retention,-,-
1596A,HMIS,DHIS,CBD NEW CLIENTS,Electronic,District,Y,ART,4,N,Retention,-,-
1597A,HMIS,DHIS,CBD NEW QUANTITY ON HAND,Electronic,District,Y,ART,4,N,Retention,-,-
1598A,HMIS,DHIS,CBD PHYSICAL EXAMINATIONS,Electronic,District,Y,ART,4,N,Retention,-,-
1599A,HMIS,DHIS,CBD QUANTITY DISPENSED,Electronic,District,Y,ART,4,N,Retention,-,-
1600A,HMIS,DHIS,CBD QUANTITY ISSUED,Electronic,District,Y,ART,4,N,Retention,-,-
1601A,HMIS,DHIS,CBD QUANTITY ON HAND,Electronic,District,Y,ART,4,N,Retention,-,-
1602A,HMIS,DHIS,CBD RETURNING CLIENTS,Electronic,District,Y,ART,4,N,Retention,-,-
1603A,HMIS,DHIS,CBD SIDE EFFECTS,Electronic,District,Y,ART,4,N,Retention,-,-
1604A,HMIS,DHIS,CBD TUBAL LIGATION,Electronic,District,Y,ART,4,N,Retention,-,-
1605A,HMIS,DHIS,CBMNC # OF 1ST HOME VISITS TO MOTHER NEWBORNS WITHIN 3 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1606A,HMIS,DHIS,CBMNC # OF 1ST HOME VISITS TO PREGNANT WOMEN CONDUCTED THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1607A,HMIS,DHIS,CBMNC # OF HOME VISITS TO MOTHERS NEWBORNS WITHIN 1 WEEK OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1608A,HMIS,DHIS,CBMNC # OF NEWBORNS WITH 1 OR MORE DANGER SIGNS REFERRED TO HEALTH FACILITY,Electronic,District,N,-,-,-,-,-,-
1609A,HMIS,DHIS,CBMNC # OF PREGNANT WOMEN WITH 1 OR MORE DANGER SIGNS REFERRED TO HEALTH FACILITY,Electronic,District,N,-,-,-,-,-,-
1610A,HMIS,DHIS,CBMNC # OF REPORTING HEALTH CENTRES,Electronic,District,N,-,-,-,-,-,-
1611A,HMIS,DHIS,CBMNC # OF SECOND HOME VISITS TO PREGNANT WOMEN CONDUCTED THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1612A,HMIS,DHIS,CBMNC # OF WOMEN WITH ONE OR MORE DANGER SIGN REFERRED TO HEALTH FACILITY AFTER DELIVERY,Electronic,District,N,-,-,-,-,-,-
1613A,HMIS,DHIS,CBMNH # HSAS REPORTING THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1614A,HMIS,DHIS,CBMNH # HSAS TRAINED IN CBMNC,Electronic,District,N,-,-,-,-,-,-
1615A,HMIS,DHIS,CBMNH # OF BABIES IDENTIFIED AS LBW  <2500G  BY HSA WITHIN 8 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1616A,HMIS,DHIS,CBMNH # OF BIRTHS  HOME OR FACILITY  REGISTERED BY HSAS THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1617A,HMIS,DHIS,CBMNH # OF COMPLETED PREGNANCIES THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1618A,HMIS,DHIS,CBMNH # OF EARLY NEONATAL DEATHS  0 7 DAYS AFTER BIRTH  OCCURRED IN THE COMMUNITY,Electronic,District,N,-,-,-,-,-,-
1619A,HMIS,DHIS,CBMNH # OF ELIGIBLE LBW  BETWEEN 2000G AND 2500G  INITIATING COMMUNITY KMC,Electronic,District,N,-,-,-,-,-,-
1620A,HMIS,DHIS,CBMNH # OF HOME DELIVERIES REGISTERED BY HSAS THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1621A,HMIS,DHIS,CBMNH # OF LBW NEWBORNS WHO ARE REFERRED FOR EXTRA CARE,Electronic,District,N,-,-,-,-,-,-
1622A,HMIS,DHIS,CBMNH # OF LIVE BIRTHS  HOME OR FACILITY  REGISTERED BY HSAS THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1623A,HMIS,DHIS,CBMNH # OF LIVE BIRTHS DELIVERED AT HOME REGISTERED BY HSAS THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1624A,HMIS,DHIS,CBMNH # OF NEW PREGNANCIES REGISTERED THIS MONTH,Electronic,District,N,-,-,-,-,-,-
1625A,HMIS,DHIS,CBMNH # OF NEWBORNS BORN AT HOME WHO RECEIVE A HOME VISIT BY AN HSA WITHIN 24 HOURS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1626A,HMIS,DHIS,CBMNH # OF NEWBORNS WHO RECEIVE AT LEAST 1 HOME VISIT FROM AN HSA WITHIN 3 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1627A,HMIS,DHIS,CBMNH # OF NEWBORNS WHO RECEIVE AT LEAST 2 HOME VISITS FROM AN HSA WITHIN 8 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1628A,HMIS,DHIS,CBMNH # OF NEWBORNS WITH AT LEAST ONE DANGER SIGN REFERRED BY AN HSA TO A HEALTH FACILITY,Electronic,District,N,-,-,-,-,-,-
1629A,HMIS,DHIS,CBMNH # OF PREGNANT WOMEN WHO HAVE A COMPLETE BIRTH PLAN BY THE END OF THIRD TRIMESTER,Electronic,District,N,-,-,-,-,-,-
1630A,HMIS,DHIS,CBMNH # OF PREGNANT WOMEN WHO RECEIVE AT LEAST ONE HOME VISIT BY AN HSA,Electronic,District,N,-,-,-,-,-,-
1631A,HMIS,DHIS,CBMNH # OF PREGNANT WOMEN WITH AT LEAST ONE DANGER SIGN REFERRED BY AN HSA TO A HEALTH FACILITY,Electronic,District,N,-,-,-,-,-,-
1632A,HMIS,DHIS,CBMNH # OF WOMEN WHO DELIVERED AT HOME WHO RECEIVED POSTNATAL HOME VISIT WITHIN 24 HRS OF DELIVERY BY A HSA,Electronic,District,N,-,-,-,-,-,-
1633A,HMIS,DHIS,CBMNH # OF WOMEN WHO DIED DURING DELIVERY AND WITHIN 8 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1634A,HMIS,DHIS,CBMNH # OF WOMEN WHO DIED DURING PREGNANCY,Electronic,District,N,-,-,-,-,-,-
1635A,HMIS,DHIS,CBMNH # OF WOMEN WHO RECEIVE AT LEAST 1 POSTNATAL HOME VISIT BY AN HSA WITHIN 3 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1636A,HMIS,DHIS,CBMNH # OF WOMEN WHO RECEIVE AT LEAST 2 POSTNATAL HOME VISITS BY AN HSA WITHIN 8 DAYS OF DELIVERY,Electronic,District,N,-,-,-,-,-,-
1637A,HMIS,DHIS,CBMNH HF CATCHMENT POPULATION,Electronic,District,Y,DEMO,4,Y,Retention,-,-
1638A,HMIS,DHIS,CC 1 YEAR FOLLOW UP <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1639A,HMIS,DHIS,CC 1 YEAR FOLLOW UP >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1640A,HMIS,DHIS,CC 1 YEAR FOLLOW UP 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1641A,HMIS,DHIS,CC 1 YEAR FOLLOW UP HIV,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1642A,HMIS,DHIS,CC 1 YEAR FOLLOW UP HIV+,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1643A,HMIS,DHIS,CC 1 YEAR FOLLOW UP UNKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
1644A,HMIS,DHIS,CC 1 YEAR FOLLOW UP VIA + <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
